center,left,right,steering,throttle,brake,speed
DATAmine/IMG/center_2017_02_04_20_52_55_555.jpg,,,-0.1666667,1,0,23.29238
DATAmine/IMG/center_2017_02_04_20_52_55_635.jpg,,,-0.1666667,1,0,24.07581
DATAmine/IMG/center_2017_02_04_20_52_55_702.jpg,,,-0.1666667,1,0,24.65951
DATAmine/IMG/center_2017_02_04_20_52_55_785.jpg,,,-0.1666667,1,0,25.42606
DATAmine/IMG/center_2017_02_04_20_52_55_856.jpg,,,-0.1666667,1,0,26.18749
DATAmine/IMG/center_2017_02_04_20_52_55_935.jpg,,,-0.1666667,1,0,26.94182
DATAmine/IMG/center_2017_02_04_20_52_56_018.jpg,,,-0.1666667,1,0,27.6905
DATAmine/IMG/center_2017_02_04_20_52_56_102.jpg,,,-0.1666667,1,0,28.43301
DATAmine/IMG/center_2017_02_04_20_52_56_171.jpg,,,-0.1666667,1,0,28.98587
DATAmine/IMG/center_2017_02_04_20_52_56_252.jpg,,,-0.1666667,1,0,29.71768
DATAmine/IMG/center_2017_02_04_20_52_56_335.jpg,,,-0.1666667,1,0,30.18881
DATAmine/IMG/center_2017_02_04_20_52_56_402.jpg,,,-0.1666667,1,0,30.18971
DATAmine/IMG/center_2017_02_04_20_52_56_490.jpg,,,-0.1666667,1,0,30.18965
DATAmine/IMG/center_2017_02_04_20_52_56_557.jpg,,,-0.1666667,1,0,30.18919
DATAmine/IMG/center_2017_02_04_20_52_56_636.jpg,,,-0.1666667,1,0,30.18969
DATAmine/IMG/center_2017_02_04_20_52_57_088.jpg,,,-0.06666667,1,0,30.18914
DATAmine/IMG/center_2017_02_04_20_52_57_155.jpg,,,-0.06666667,1,0,30.18962
DATAmine/IMG/center_2017_02_04_20_52_57_225.jpg,,,-0.06666667,1,0,30.18994
DATAmine/IMG/center_2017_02_04_20_52_57_298.jpg,,,-0.06666667,1,0,30.19002
DATAmine/IMG/center_2017_02_04_20_52_57_365.jpg,,,-0.06666667,1,0,30.19008
DATAmine/IMG/center_2017_02_04_20_52_57_447.jpg,,,-0.06666667,1,0,30.19014
DATAmine/IMG/center_2017_02_04_20_52_57_516.jpg,,,-0.06666667,1,0,30.19016
DATAmine/IMG/center_2017_02_04_20_52_57_596.jpg,,,-0.06666667,1,0,30.19016
DATAmine/IMG/center_2017_02_04_20_52_57_672.jpg,,,-0.1333333,1,0,30.18793
DATAmine/IMG/center_2017_02_04_20_52_57_748.jpg,,,-0.1333333,1,0,30.18859
DATAmine/IMG/center_2017_02_04_20_52_57_820.jpg,,,-0.1333333,1,0,30.18932
DATAmine/IMG/center_2017_02_04_20_52_57_888.jpg,,,-0.1333333,1,0,30.18944
DATAmine/IMG/center_2017_02_04_20_52_57_963.jpg,,,-0.1333333,1,0,30.18968
DATAmine/IMG/center_2017_02_04_20_52_58_034.jpg,,,-0.1333333,1,0,30.18908
DATAmine/IMG/center_2017_02_04_20_52_58_104.jpg,,,-0.1333333,1,0,30.18982
DATAmine/IMG/center_2017_02_04_20_52_58_184.jpg,,,-0.1333333,1,0,30.18985
DATAmine/IMG/center_2017_02_04_20_52_58_258.jpg,,,-0.1333333,1,0,30.18988
DATAmine/IMG/center_2017_02_04_20_52_58_340.jpg,,,-0.1333333,1,0,30.1899
DATAmine/IMG/center_2017_02_04_20_52_58_804.jpg,,,-0.2,1,0,30.18096
DATAmine/IMG/center_2017_02_04_20_52_58_888.jpg,,,-0.2,1,0,30.18523
DATAmine/IMG/center_2017_02_04_20_52_58_958.jpg,,,-0.2,1,0,30.18728
DATAmine/IMG/center_2017_02_04_20_52_59_033.jpg,,,-0.2,1,0,30.18805
DATAmine/IMG/center_2017_02_04_20_52_59_119.jpg,,,-0.2,1,0,30.18881
DATAmine/IMG/center_2017_02_04_20_52_59_206.jpg,,,-0.2,1,0,30.18909
DATAmine/IMG/center_2017_02_04_20_52_59_274.jpg,,,-0.2,1,0,30.18925
DATAmine/IMG/center_2017_02_04_20_53_00_627.jpg,,,-0.1,1,0,30.18842
DATAmine/IMG/center_2017_02_04_20_53_00_702.jpg,,,-0.1,1,0,30.18926
DATAmine/IMG/center_2017_02_04_20_53_00_773.jpg,,,-0.1,1,0,30.18955
DATAmine/IMG/center_2017_02_04_20_53_00_852.jpg,,,-0.1,1,0,30.18979
DATAmine/IMG/center_2017_02_04_20_53_00_926.jpg,,,-0.1,1,0,30.18993
DATAmine/IMG/center_2017_02_04_20_53_00_994.jpg,,,-0.1,1,0,30.19
DATAmine/IMG/center_2017_02_04_20_53_01_071.jpg,,,-0.1,1,0,30.19004
DATAmine/IMG/center_2017_02_04_20_53_01_141.jpg,,,-0.1,1,0,30.19004
DATAmine/IMG/center_2017_02_04_20_53_01_220.jpg,,,-0.1,1,0,30.1901
DATAmine/IMG/center_2017_02_04_20_53_01_291.jpg,,,-0.1,1,0,30.19008
DATAmine/IMG/center_2017_02_04_20_53_01_368.jpg,,,-0.1,1,0,30.19005
DATAmine/IMG/center_2017_02_04_20_53_02_059.jpg,,,-0.1,1,0,30.18836
DATAmine/IMG/center_2017_02_04_20_53_02_141.jpg,,,-0.1,1,0,30.18917
DATAmine/IMG/center_2017_02_04_20_53_02_221.jpg,,,-0.1,1,0,30.18958
DATAmine/IMG/center_2017_02_04_20_53_02_302.jpg,,,-0.1,1,0,30.1898
DATAmine/IMG/center_2017_02_04_20_53_02_383.jpg,,,-0.1,1,0,30.18987
DATAmine/IMG/center_2017_02_04_20_53_02_462.jpg,,,-0.1,1,0,30.18999
DATAmine/IMG/center_2017_02_04_20_53_02_538.jpg,,,-0.1,1,0,30.19002
DATAmine/IMG/center_2017_02_04_20_53_02_620.jpg,,,-0.1,1,0,30.19011
DATAmine/IMG/center_2017_02_04_20_53_02_687.jpg,,,-0.1,1,0,30.19007
DATAmine/IMG/center_2017_02_04_20_53_02_771.jpg,,,-0.1,1,0,30.19008
DATAmine/IMG/center_2017_02_04_20_53_02_847.jpg,,,-0.1,1,0,30.19005
DATAmine/IMG/center_2017_02_04_20_53_02_913.jpg,,,-0.1,1,0,30.1901
DATAmine/IMG/center_2017_02_04_20_53_03_450.jpg,,,-0.06666667,1,0,30.18894
DATAmine/IMG/center_2017_02_04_20_53_03_529.jpg,,,-0.1,1,0,30.18818
DATAmine/IMG/center_2017_02_04_20_53_03_602.jpg,,,-0.1,1,0,30.18933
DATAmine/IMG/center_2017_02_04_20_53_03_673.jpg,,,-0.1,1,0,30.18944
DATAmine/IMG/center_2017_02_04_20_53_03_751.jpg,,,-0.1,1,0,30.18973
DATAmine/IMG/center_2017_02_04_20_53_03_833.jpg,,,-0.1,1,0,30.18991
DATAmine/IMG/center_2017_02_04_20_53_03_903.jpg,,,-0.1,1,0,30.18999
DATAmine/IMG/center_2017_02_04_20_53_03_975.jpg,,,-0.1,1,0,30.19001
DATAmine/IMG/center_2017_02_04_20_53_04_049.jpg,,,-0.1,1,0,30.19003
DATAmine/IMG/center_2017_02_04_20_53_04_118.jpg,,,-0.1,1,0,30.19005
DATAmine/IMG/center_2017_02_04_20_53_05_033.jpg,,,-0.03333334,1,0,30.19007
DATAmine/IMG/center_2017_02_04_20_53_05_101.jpg,,,-0.03333334,1,0,30.19016
DATAmine/IMG/center_2017_02_04_20_53_05_183.jpg,,,-0.06666667,1,0,30.18963
DATAmine/IMG/center_2017_02_04_20_53_05_252.jpg,,,-0.06666667,1,0,30.18979
DATAmine/IMG/center_2017_02_04_20_53_05_322.jpg,,,-0.06666667,1,0,30.18989
DATAmine/IMG/center_2017_02_04_20_53_05_401.jpg,,,-0.06666667,1,0,30.19006
DATAmine/IMG/center_2017_02_04_20_53_05_468.jpg,,,-0.06666667,1,0,30.19009
DATAmine/IMG/center_2017_02_04_20_53_05_552.jpg,,,-0.06666667,1,0,30.19008
DATAmine/IMG/center_2017_02_04_20_53_05_620.jpg,,,-0.06666667,1,0,30.19046
DATAmine/IMG/center_2017_02_04_20_53_05_701.jpg,,,-0.06666667,1,0,30.18999
DATAmine/IMG/center_2017_02_04_20_53_05_783.jpg,,,-0.06666667,1,0,30.19091
DATAmine/IMG/center_2017_02_04_20_53_05_851.jpg,,,-0.06666667,1,0,30.18995
DATAmine/IMG/center_2017_02_04_20_53_05_935.jpg,,,-0.06666667,1,0,30.19003
DATAmine/IMG/center_2017_02_04_20_53_06_003.jpg,,,-0.06666667,1,0,30.19016
DATAmine/IMG/center_2017_02_04_20_53_06_084.jpg,,,-0.06666667,1,0,30.1902
DATAmine/IMG/center_2017_02_04_20_53_06_168.jpg,,,-0.06666667,1,0,30.19024
DATAmine/IMG/center_2017_02_04_20_53_06_235.jpg,,,-0.06666667,1,0,30.19027
DATAmine/IMG/center_2017_02_04_20_53_06_308.jpg,,,-0.06666667,1,0,30.19032
DATAmine/IMG/center_2017_02_04_20_53_06_383.jpg,,,-0.06666667,1,0,30.19036
DATAmine/IMG/center_2017_02_04_20_53_06_452.jpg,,,-0.06666667,1,0,30.19039
DATAmine/IMG/center_2017_02_04_20_53_06_518.jpg,,,-0.06666667,1,0,30.19042
DATAmine/IMG/center_2017_02_04_20_53_07_601.jpg,,,-0.03333334,1,0,30.19005
DATAmine/IMG/center_2017_02_04_20_53_07_673.jpg,,,-0.03333334,1,0,30.19015
DATAmine/IMG/center_2017_02_04_20_53_07_750.jpg,,,-0.03333334,1,0,30.19023
DATAmine/IMG/center_2017_02_04_20_53_07_818.jpg,,,-0.03333334,1,0,30.19028
DATAmine/IMG/center_2017_02_04_20_53_07_900.jpg,,,-0.03333334,1,0,30.1903
DATAmine/IMG/center_2017_02_04_20_53_07_985.jpg,,,-0.03333334,1,0,30.18995
DATAmine/IMG/center_2017_02_04_20_53_08_053.jpg,,,-0.03333334,1,0,30.19005
DATAmine/IMG/center_2017_02_04_20_53_08_132.jpg,,,-0.03333334,1,0,30.1902
DATAmine/IMG/center_2017_02_04_20_53_08_217.jpg,,,-0.03333334,1,0,30.18984
DATAmine/IMG/center_2017_02_04_20_53_08_298.jpg,,,-0.03333334,1,0,30.19012
DATAmine/IMG/center_2017_02_04_20_53_08_370.jpg,,,-0.03333334,1,0,30.19018
DATAmine/IMG/center_2017_02_04_20_53_08_449.jpg,,,-0.03333334,1,0,30.19021
DATAmine/IMG/center_2017_02_04_20_53_08_536.jpg,,,-0.03333334,1,0,30.19021
DATAmine/IMG/center_2017_02_04_20_53_08_617.jpg,,,-0.03333334,1,0,30.19024
DATAmine/IMG/center_2017_02_04_20_53_08_687.jpg,,,-0.03333334,1,0,30.19027
DATAmine/IMG/center_2017_02_04_20_53_08_755.jpg,,,-0.03333334,1,0,30.19029
DATAmine/IMG/center_2017_02_04_20_53_08_832.jpg,,,-0.03333334,1,0,30.1903
DATAmine/IMG/center_2017_02_04_20_53_08_899.jpg,,,-0.03333334,1,0,30.19031
DATAmine/IMG/center_2017_02_04_20_53_08_984.jpg,,,-0.03333334,1,0,30.19033
DATAmine/IMG/center_2017_02_04_20_53_09_051.jpg,,,-0.03333334,1,0,30.19036
DATAmine/IMG/center_2017_02_04_20_53_09_132.jpg,,,-0.03333334,1,0,30.19038
DATAmine/IMG/center_2017_02_04_20_53_09_215.jpg,,,-0.03333334,1,0,30.1909
DATAmine/IMG/center_2017_02_04_20_53_09_298.jpg,,,-0.03333334,1,0,30.19014
DATAmine/IMG/center_2017_02_04_20_53_09_368.jpg,,,-0.03333334,1,0,30.19027
DATAmine/IMG/center_2017_02_04_20_53_09_448.jpg,,,-0.03333334,1,0,30.19147
DATAmine/IMG/center_2017_02_04_20_53_09_515.jpg,,,-0.03333334,1,0,30.19011
DATAmine/IMG/center_2017_02_04_20_53_09_598.jpg,,,-0.03333334,1,0,30.19025
DATAmine/IMG/center_2017_02_04_20_53_09_685.jpg,,,-0.03333334,1,0,30.19029
DATAmine/IMG/center_2017_02_04_20_53_09_766.jpg,,,-0.03333334,1,0,30.19034
DATAmine/IMG/center_2017_02_04_20_53_09_832.jpg,,,-0.03333334,1,0,30.19034
DATAmine/IMG/center_2017_02_04_20_53_09_915.jpg,,,-0.03333334,1,0,30.19034
DATAmine/IMG/center_2017_02_04_20_53_10_000.jpg,,,-0.03333334,1,0,30.19038
DATAmine/IMG/center_2017_02_04_20_53_10_071.jpg,,,-0.03333334,1,0,30.19042
DATAmine/IMG/center_2017_02_04_20_53_10_148.jpg,,,-0.03333334,1,0,30.1904
DATAmine/IMG/center_2017_02_04_20_53_10_231.jpg,,,-0.03333334,1,0,30.19046
DATAmine/IMG/center_2017_02_04_20_53_10_300.jpg,,,-0.03333334,1,0,30.19046
DATAmine/IMG/center_2017_02_04_20_53_10_370.jpg,,,-0.03333334,1,0,30.19049
DATAmine/IMG/center_2017_02_04_20_53_10_449.jpg,,,-0.03333334,1,0,30.1904
DATAmine/IMG/center_2017_02_04_20_53_10_516.jpg,,,-0.03333334,1,0,30.19041
DATAmine/IMG/center_2017_02_04_20_53_12_783.jpg,,,-0.06666667,1,0,30.1892
DATAmine/IMG/center_2017_02_04_20_53_12_865.jpg,,,-0.06666667,1,0,30.18974
DATAmine/IMG/center_2017_02_04_20_53_12_931.jpg,,,-0.06666667,1,0,30.1899
DATAmine/IMG/center_2017_02_04_20_53_13_000.jpg,,,-0.06666667,1,0,30.19007
DATAmine/IMG/center_2017_02_04_20_53_13_074.jpg,,,-0.06666667,1,0,30.19016
DATAmine/IMG/center_2017_02_04_20_53_13_149.jpg,,,-0.06666667,1,0,30.19025
DATAmine/IMG/center_2017_02_04_20_53_13_216.jpg,,,-0.06666667,1,0,30.19031
DATAmine/IMG/center_2017_02_04_20_53_13_980.jpg,,,-0.06666667,1,0,30.18941
DATAmine/IMG/center_2017_02_04_20_53_14_047.jpg,,,-0.06666667,1,0,30.18972
DATAmine/IMG/center_2017_02_04_20_53_14_122.jpg,,,-0.06666667,1,0,30.19001
DATAmine/IMG/center_2017_02_04_20_53_14_196.jpg,,,-0.06666667,1,0,30.19017
DATAmine/IMG/center_2017_02_04_20_53_14_263.jpg,,,-0.06666667,1,0,30.19027
DATAmine/IMG/center_2017_02_04_20_53_14_331.jpg,,,-0.06666667,1,0,30.1901
DATAmine/IMG/center_2017_02_04_20_53_14_398.jpg,,,-0.06666667,1,0,30.19027
DATAmine/IMG/center_2017_02_04_20_53_14_481.jpg,,,-0.06666667,1,0,30.19032
DATAmine/IMG/center_2017_02_04_20_53_18_534.jpg,,,-0.06666667,1,0,30.18931
DATAmine/IMG/center_2017_02_04_20_53_18_618.jpg,,,-0.06666667,1,0,30.18978
DATAmine/IMG/center_2017_02_04_20_53_18_701.jpg,,,-0.06666667,1,0,30.19
DATAmine/IMG/center_2017_02_04_20_53_18_778.jpg,,,-0.06666667,1,0,30.19006
DATAmine/IMG/center_2017_02_04_20_53_18_850.jpg,,,-0.06666667,1,0,30.18999
DATAmine/IMG/center_2017_02_04_20_53_18_919.jpg,,,-0.06666667,1,0,30.19013
DATAmine/IMG/center_2017_02_04_20_53_19_948.jpg,,,-0.1,1,0,30.18725
DATAmine/IMG/center_2017_02_04_20_53_20_020.jpg,,,-0.1,1,0,30.18888
DATAmine/IMG/center_2017_02_04_20_53_20_091.jpg,,,-0.1,1,0,30.18936
DATAmine/IMG/center_2017_02_04_20_53_20_169.jpg,,,-0.1,1,0,30.18964
DATAmine/IMG/center_2017_02_04_20_53_20_241.jpg,,,-0.1,1,0,30.18977
DATAmine/IMG/center_2017_02_04_20_53_20_324.jpg,,,-0.1,1,0,30.18994
DATAmine/IMG/center_2017_02_04_20_53_22_626.jpg,,,-0.03333334,0.5466101,0,30.07875
DATAmine/IMG/center_2017_02_04_20_53_22_693.jpg,,,-0.06666667,0.397063,0,30.04574
DATAmine/IMG/center_2017_02_04_20_53_22_764.jpg,,,-0.06666667,0.1344068,0,29.98006
DATAmine/IMG/center_2017_02_04_20_53_22_840.jpg,,,-0.06666667,0,0,29.78528
DATAmine/IMG/center_2017_02_04_20_53_22_923.jpg,,,-0.06666667,0,0,29.54512
DATAmine/IMG/center_2017_02_04_20_53_24_564.jpg,,,-0.06666667,0.4,0,28.71847
DATAmine/IMG/center_2017_02_04_20_53_24_639.jpg,,,-0.06666667,0.4,0,28.87263
DATAmine/IMG/center_2017_02_04_20_53_24_722.jpg,,,-0.06666667,0.4,0,29.02674
DATAmine/IMG/center_2017_02_04_20_53_24_803.jpg,,,-0.06666667,0.4,0,29.18027
DATAmine/IMG/center_2017_02_04_20_53_24_873.jpg,,,-0.06666667,0.4,0,29.29483
DATAmine/IMG/center_2017_02_04_20_53_25_469.jpg,,,-0.1,0.4,0,30.03597
DATAmine/IMG/center_2017_02_04_20_53_25_540.jpg,,,-0.1,0.4,0,30.03678
DATAmine/IMG/center_2017_02_04_20_53_25_613.jpg,,,-0.1,0.4,0,30.03731
DATAmine/IMG/center_2017_02_04_20_53_25_686.jpg,,,-0.1,0.4,0,30.03778
DATAmine/IMG/center_2017_02_04_20_53_25_770.jpg,,,-0.1,0.4,0,30.03794
DATAmine/IMG/center_2017_02_04_20_53_26_361.jpg,,,0.03333334,0.4,0,30.03805
DATAmine/IMG/center_2017_02_04_20_53_26_438.jpg,,,-0.1,0.4,0,30.03609
DATAmine/IMG/center_2017_02_04_20_53_26_507.jpg,,,-0.1,0.4,0,30.03704
DATAmine/IMG/center_2017_02_04_20_53_26_594.jpg,,,-0.1,0.4,0,30.03764
DATAmine/IMG/center_2017_02_04_20_53_26_677.jpg,,,-0.1,0.4,0,30.03803
DATAmine/IMG/center_2017_02_04_20_53_26_744.jpg,,,-0.1,0.4,0,30.03817
DATAmine/IMG/center_2017_02_04_20_53_27_703.jpg,,,-0.03333334,0.4,0,30.03802
DATAmine/IMG/center_2017_02_04_20_53_27_795.jpg,,,-0.03333334,0.4,0,30.03821
DATAmine/IMG/center_2017_02_04_20_53_27_863.jpg,,,-0.06666667,0.4,0,30.0377
DATAmine/IMG/center_2017_02_04_20_53_27_939.jpg,,,-0.06666667,0.4,0,30.03793
DATAmine/IMG/center_2017_02_04_20_53_28_023.jpg,,,-0.06666667,0.4,0,30.03808
DATAmine/IMG/center_2017_02_04_20_53_28_106.jpg,,,-0.06666667,0.4,0,30.03815
DATAmine/IMG/center_2017_02_04_20_53_28_176.jpg,,,-0.06666667,0.4,0,30.0382
DATAmine/IMG/center_2017_02_04_20_53_28_806.jpg,,,-0.03333334,0.4,0,30.03814
DATAmine/IMG/center_2017_02_04_20_53_28_875.jpg,,,-0.03333334,0.4,0,30.03819
DATAmine/IMG/center_2017_02_04_20_53_28_959.jpg,,,-0.06666667,0.4,0,30.03765
DATAmine/IMG/center_2017_02_04_20_53_29_036.jpg,,,-0.06666667,0.4,0,30.03786
DATAmine/IMG/center_2017_02_04_20_53_29_118.jpg,,,-0.06666667,0.4,0,30.03804
DATAmine/IMG/center_2017_02_04_20_53_29_187.jpg,,,-0.06666667,0.4,0,30.03811
DATAmine/IMG/center_2017_02_04_20_53_29_270.jpg,,,-0.06666667,0.4,0,30.03818
DATAmine/IMG/center_2017_02_04_20_53_29_339.jpg,,,-0.06666667,0.4,0,30.03823
DATAmine/IMG/center_2017_02_04_20_53_29_407.jpg,,,-0.06666667,0.4,0,30.03822
DATAmine/IMG/center_2017_02_04_20_53_29_487.jpg,,,-0.06666667,0.4,0,30.0382
DATAmine/IMG/center_2017_02_04_20_53_29_554.jpg,,,-0.06666667,0.4,0,30.03825
DATAmine/IMG/center_2017_02_04_20_53_29_628.jpg,,,-0.06666667,0.4,0,30.03825
DATAmine/IMG/center_2017_02_04_20_53_29_708.jpg,,,-0.06666667,0.4,0,30.03826
DATAmine/IMG/center_2017_02_04_20_53_29_788.jpg,,,-0.06666667,0.4,0,30.03826
DATAmine/IMG/center_2017_02_04_20_53_30_403.jpg,,,-0.03333334,0.4,0,30.03803
DATAmine/IMG/center_2017_02_04_20_53_30_486.jpg,,,-0.06666667,0.4,0,30.03757
DATAmine/IMG/center_2017_02_04_20_53_30_568.jpg,,,-0.06666667,0.4,0,30.03788
DATAmine/IMG/center_2017_02_04_20_53_30_637.jpg,,,-0.06666667,0.4,0,30.03805
DATAmine/IMG/center_2017_02_04_20_53_30_718.jpg,,,-0.06666667,0.4,0,30.03816
DATAmine/IMG/center_2017_02_04_20_53_30_785.jpg,,,-0.06666667,0.4,0,30.03818
DATAmine/IMG/center_2017_02_04_20_53_30_869.jpg,,,-0.06666667,0.4,0,30.0382
DATAmine/IMG/center_2017_02_04_20_53_30_936.jpg,,,-0.06666667,0.4,0,30.03825
DATAmine/IMG/center_2017_02_04_20_53_31_004.jpg,,,-0.06666667,0.4,0,30.03826
DATAmine/IMG/center_2017_02_04_20_53_31_084.jpg,,,-0.06666667,0.4,0,30.03825
DATAmine/IMG/center_2017_02_04_20_53_31_152.jpg,,,-0.06666667,0.4,0,30.03826
DATAmine/IMG/center_2017_02_04_20_53_31_236.jpg,,,-0.06666667,0.4,0,30.03825
DATAmine/IMG/center_2017_02_04_20_53_31_310.jpg,,,-0.06666667,0.4,0,30.03822
DATAmine/IMG/center_2017_02_04_20_53_31_384.jpg,,,-0.06666667,0.4,0,30.03825
DATAmine/IMG/center_2017_02_04_20_53_31_453.jpg,,,-0.06666667,0.4,0,30.03827
DATAmine/IMG/center_2017_02_04_20_53_31_536.jpg,,,-0.06666667,0.4,0,30.03829
DATAmine/IMG/center_2017_02_04_20_53_31_618.jpg,,,-0.06666667,0.4,0,30.03826
DATAmine/IMG/center_2017_02_04_20_53_31_687.jpg,,,-0.06666667,0.4,0,30.03826
DATAmine/IMG/center_2017_02_04_20_53_31_768.jpg,,,-0.06666667,0.4,0,30.03827
DATAmine/IMG/center_2017_02_04_20_53_32_300.jpg,,,-0.06666667,0.4,0,30.03744
DATAmine/IMG/center_2017_02_04_20_53_32_369.jpg,,,-0.06666667,0.4,0,30.03769
DATAmine/IMG/center_2017_02_04_20_53_32_450.jpg,,,-0.06666667,0.4,0,30.03791
DATAmine/IMG/center_2017_02_04_20_53_32_517.jpg,,,-0.1,0.4,0,30.03697
DATAmine/IMG/center_2017_02_04_20_53_32_600.jpg,,,-0.1,0.4,0,30.03757
DATAmine/IMG/center_2017_02_04_20_53_32_672.jpg,,,-0.1,0.4,0,30.03777
DATAmine/IMG/center_2017_02_04_20_53_32_740.jpg,,,-0.1,0.4,0,30.03794
DATAmine/IMG/center_2017_02_04_20_53_32_816.jpg,,,-0.1,0.4,0,30.03803
DATAmine/IMG/center_2017_02_04_20_53_32_900.jpg,,,-0.1,0.4,0,30.03806
DATAmine/IMG/center_2017_02_04_20_53_32_982.jpg,,,-0.1,0.4,0,30.03809
DATAmine/IMG/center_2017_02_04_20_53_33_050.jpg,,,-0.1,0.4,0,30.0381
DATAmine/IMG/center_2017_02_04_20_53_33_133.jpg,,,-0.1,0.4,0,30.03812
DATAmine/IMG/center_2017_02_04_20_53_33_216.jpg,,,-0.1,0.4,0,30.03812
DATAmine/IMG/center_2017_02_04_20_53_33_283.jpg,,,-0.1,0.4,0,30.03811
DATAmine/IMG/center_2017_02_04_20_53_33_357.jpg,,,-0.1,0.4,0,30.03815
DATAmine/IMG/center_2017_02_04_20_53_33_432.jpg,,,-0.1,0.4,0,30.03813
DATAmine/IMG/center_2017_02_04_20_53_33_500.jpg,,,-0.1,0.4,0,30.03814
DATAmine/IMG/center_2017_02_04_20_53_33_582.jpg,,,-0.1,0.4,0,30.03812
DATAmine/IMG/center_2017_02_04_20_53_33_649.jpg,,,-0.1,0.4,0,30.03811
DATAmine/IMG/center_2017_02_04_20_53_33_727.jpg,,,-0.1,0.4,0,30.03814
DATAmine/IMG/center_2017_02_04_20_53_33_802.jpg,,,-0.1,0.4,0,30.03815
DATAmine/IMG/center_2017_02_04_20_53_33_884.jpg,,,-0.1,0.4,0,30.03817
DATAmine/IMG/center_2017_02_04_20_53_33_966.jpg,,,-0.1,0.4,0,30.03811
DATAmine/IMG/center_2017_02_04_20_53_34_052.jpg,,,-0.1,0.4,0,30.03814
DATAmine/IMG/center_2017_02_04_20_53_34_132.jpg,,,-0.1,0.4,0,30.03812
DATAmine/IMG/center_2017_02_04_20_53_34_199.jpg,,,-0.1,0.4,0,30.03813
DATAmine/IMG/center_2017_02_04_20_53_34_597.jpg,,,-0.1,0.4,0,30.03608
DATAmine/IMG/center_2017_02_04_20_53_34_664.jpg,,,-0.1,0.4,0,30.03681
DATAmine/IMG/center_2017_02_04_20_53_34_736.jpg,,,-0.1,0.4,0,30.03744
DATAmine/IMG/center_2017_02_04_20_53_34_816.jpg,,,-0.1,0.4,0,30.03778
DATAmine/IMG/center_2017_02_04_20_53_34_897.jpg,,,-0.1,0.4,0,30.03793
DATAmine/IMG/center_2017_02_04_20_53_34_965.jpg,,,-0.1,0.4,0,30.03801
DATAmine/IMG/center_2017_02_04_20_53_35_051.jpg,,,-0.1,0.4,0,30.03807
DATAmine/IMG/center_2017_02_04_20_53_35_131.jpg,,,-0.1,0.4,0,30.03811
DATAmine/IMG/center_2017_02_04_20_53_35_214.jpg,,,-0.1,0.4,0,30.03811
DATAmine/IMG/center_2017_02_04_20_53_35_282.jpg,,,-0.1,0.4,0,30.0382
DATAmine/IMG/center_2017_02_04_20_53_35_365.jpg,,,-0.1,0.4,0,30.03811
DATAmine/IMG/center_2017_02_04_20_53_35_442.jpg,,,-0.1,0.4,0,30.03813
DATAmine/IMG/center_2017_02_04_20_53_35_515.jpg,,,-0.1,0.4,0,30.03813
DATAmine/IMG/center_2017_02_04_20_53_35_598.jpg,,,-0.1,0.4,0,30.03814
DATAmine/IMG/center_2017_02_04_20_53_35_682.jpg,,,-0.1,0.4,0,30.03813
DATAmine/IMG/center_2017_02_04_20_53_35_757.jpg,,,-0.1,0.4,0,30.03812
